date,state,district,piped_water,sanitation,electricity
2019-01-01,Sabah,Beaufort,89.5,99.64,99.6
2022-01-01,Sabah,Beaufort,89.8,100.0,99.7
2016-01-01,Sabah,Beluran,50.6,87.68,91.33
2019-01-01,Sabah,Beluran,55.5,83.7,95.7
2022-01-01,Sabah,Beluran,63.6,95.7,83.4
2016-01-01,Sabah,Keningau,76.0,99.11,99.11
2019-01-01,Sabah,Keningau,75.8,98.21,100.0
2022-01-01,Sabah,Keningau,84.8,99.8,99.8
2016-01-01,Sabah,Kinabatangan,63.9,96.65,99.48
2019-01-01,Sabah,Kinabatangan,76.6,91.56,100.0
2022-01-01,Sabah,Kinabatangan,78.7,100.0,91.1
2016-01-01,Sabah,Kota Belud,56.9,94.32,100.0
2019-01-01,Sabah,Kota Belud,71.4,98.73,99.7
2022-01-01,Sabah,Kota Belud,72.7,100.0,100.0
2016-01-01,Sabah,Kota Kinabalu,93.1,98.19,99.96
2019-01-01,Sabah,Kota Kinabalu,93.5,99.08,99.9
2022-01-01,Sabah,Kota Kinabalu,93.9,99.6,99.8
2016-01-01,Sabah,Kota Marudu,64.3,92.09,98.5
2019-01-01,Sabah,Kota Marudu,76.5,80.85,99.3
2022-01-01,Sabah,Kota Marudu,81.6,99.1,99.6
2016-01-01,Sabah,Kuala Penyu,73.3,100.0,100.0
2019-01-01,Sabah,Kuala Penyu,86.7,99.22,100.0
2022-01-01,Sabah,Kuala Penyu,97.1,100.0,100.0
2016-01-01,Sabah,Kudat,79.0,85.16,98.11
2019-01-01,Sabah,Kudat,85.6,79.21,98.8
2022-01-01,Sabah,Kudat,91.0,100.0,96.4
2016-01-01,Sabah,Kunak,81.3,96.6,100.0
2019-01-01,Sabah,Kunak,93.8,97.55,100.0
2022-01-01,Sabah,Kunak,95.5,95.9,97.0
2016-01-01,Sabah,Lahad Datu,79.6,92.07,100.0
2019-01-01,Sabah,Lahad Datu,75.4,92.14,99.9
2022-01-01,Sabah,Lahad Datu,90.5,93.8,99.5
2016-01-01,Sabah,Nabawan,62.5,100.0,100.0
2019-01-01,Sabah,Nabawan,50.0,97.78,100.0
2022-01-01,Sabah,Nabawan,68.8,100.0,95.8
2016-01-01,Sabah,Papar,92.7,98.57,100.0
2019-01-01,Sabah,Papar,97.3,99.85,100.0
2022-01-01,Sabah,Papar,95.6,100.0,99.8
2016-01-01,Sabah,Penampang,96.5,100.0,100.0
2019-01-01,Sabah,Penampang,96.9,100.0,100.0
2022-01-01,Sabah,Penampang,97.0,100.0,99.3
2016-01-01,Sabah,Pitas,55.9,88.81,98.6
2019-01-01,Sabah,Pitas,65.9,74.64,98.6
2022-01-01,Sabah,Pitas,76.6,100.0,98.2
2016-01-01,Sabah,Putatan,96.1,98.72,100.0
2019-01-01,Sabah,Putatan,98.5,100.0,100.0
2022-01-01,Sabah,Putatan,96.8,100.0,100.0
2016-01-01,Sabah,Ranau,37.8,99.2,99.1
2019-01-01,Sabah,Ranau,35.3,94.84,100.0
2022-01-01,Sabah,Ranau,47.4,99.0,94.7
2016-01-01,Sabah,Sandakan,94.5,93.76,100.0
2019-01-01,Sabah,Sandakan,96.0,94.98,99.9
2022-01-01,Sabah,Sandakan,97.0,99.9,99.5
2016-01-01,Sabah,Semporna,73.8,88.41,99.7
2019-01-01,Sabah,Semporna,90.3,87.19,99.7
2022-01-01,Sabah,Semporna,71.8,84.1,100.0
2016-01-01,Sabah,Sipitang,94.9,98.34,100.0
2019-01-01,Sabah,Sipitang,98.0,99.5,100.0
2022-01-01,Sabah,Sipitang,93.7,99.4,100.0
2016-01-01,Sabah,Tambunan,56.0,100.0,100.0
2019-01-01,Sabah,Tambunan,68.2,96.97,100.0
2022-01-01,Sabah,Tambunan,74.4,99.2,100.0
2016-01-01,Sabah,Tawau,95.7,97.96,99.9
2019-01-01,Sabah,Tawau,98.6,99.1,99.9
2022-01-01,Sabah,Tawau,98.4,99.1,99.9
2019-01-01,Sabah,Telupid,72.1,100.0,100.0
2022-01-01,Sabah,Telupid,80.0,100.0,100.0
2016-01-01,Sabah,Tenom,58.7,99.45,100.0
2019-01-01,Sabah,Tenom,54.3,100.0,100.0
2022-01-01,Sabah,Tenom,50.9,100.0,100.0
2016-01-01,Sabah,Tongod,48.6,95.2,93.2
2019-01-01,Sabah,Tongod,33.6,79.51,91.0
2022-01-01,Sabah,Tongod,53.4,99.2,95.8
2016-01-01,Sabah,Tuaran,80.6,97.98,99.62
2019-01-01,Sabah,Tuaran,78.3,98.59,100.0
2022-01-01,Sabah,Tuaran,76.5,100.0,100.0
2016-01-01,Sarawak,All Districts,86.0,99.66,99.6
2019-01-01,Sarawak,All Districts,86.4,99.73,99.8
2022-01-01,Sarawak,All Districts,90.0,100.0,90.0
2016-01-01,Sarawak,Asajaya,93.9,100.0,100.0
2019-01-01,Sarawak,Asajaya,90.6,100.0,99.4
2022-01-01,Sarawak,Asajaya,100.0,100.0,100.0
2016-01-01,Sarawak,Bau,83.5,100.0,100.0
2019-01-01,Sarawak,Bau,90.8,99.62,99.6
2022-01-01,Sarawak,Bau,92.1,100.0,100.0
2016-01-01,Sarawak,Belaga,62.5,99.11,98.2
2019-01-01,Sarawak,Belaga,53.7,100.0,99.1
2022-01-01,Sarawak,Belaga,48.5,100.0,91.8
2019-01-01,Sarawak,Beluru,79.4,100.0,100.0
2022-01-01,Sarawak,Beluru,90.5,100.0,100.0
2016-01-01,Sarawak,Betong,86.1,99.62,99.6
2019-01-01,Sarawak,Betong,83.4,100.0,99.6
2022-01-01,Sarawak,Betong,95.8,100.0,100.0
2016-01-01,Sarawak,Bintulu,86.1,100.0,99.7
2019-01-01,Sarawak,Bintulu,97.5,99.88,99.9
2022-01-01,Sarawak,Bintulu,96.8,100.0,98.1
2019-01-01,Sarawak,Bukit Mabong,3.7,100.0,100.0
2022-01-01,Sarawak,Bukit Mabong,21.6,100.0,40.2
2016-01-01,Sarawak,Dalat,77.7,95.2,100.0
2019-01-01,Sarawak,Dalat,73.0,96.03,100.0
2022-01-01,Sarawak,Dalat,89.7,100.0,93.7
2016-01-01,Sarawak,Daro,59.7,97.84,100.0
2019-01-01,Sarawak,Daro,80.6,99.68,100.0
2022-01-01,Sarawak,Daro,83.0,100.0,97.5
2016-01-01,Sarawak,Julau,40.6,97.92,100.0
2019-01-01,Sarawak,Julau,58.5,100.0,100.0
2022-01-01,Sarawak,Julau,46.8,100.0,93.6
2019-01-01,Sarawak,Kabong,85.1,100.0,100.0
2022-01-01,Sarawak,Kabong,82.8,100.0,100.0
2016-01-01,Sarawak,Kanowit,84.3,100.0,100.0
2019-01-01,Sarawak,Kanowit,71.9,100.0,99.1
2022-01-01,Sarawak,Kanowit,77.8,100.0,93.7
2016-01-01,Sarawak,Kapit,40.3,100.0,99.2
2019-01-01,Sarawak,Kapit,62.8,100.0,100.0
2022-01-01,Sarawak,Kapit,57.3,100.0,88.8
2016-01-01,Sarawak,Kuching,97.9,99.82,99.9
2019-01-01,Sarawak,Kuching,98.2,99.94,100.0
2022-01-01,Sarawak,Kuching,99.5,100.0,100.0
2016-01-01,Sarawak,Lawas,65.9,99.45,97.8
2019-01-01,Sarawak,Lawas,76.8,100.0,99.6
2022-01-01,Sarawak,Lawas,65.0,100.0,98.4
2016-01-01,Sarawak,Limbang,81.9,98.8,98.3
2019-01-01,Sarawak,Limbang,88.4,98.6,98.4
2022-01-01,Sarawak,Limbang,87.6,100.0,98.4
2016-01-01,Sarawak,Lubok Antu,82.8,100.0,96.5
2019-01-01,Sarawak,Lubok Antu,71.5,100.0,100.0
2022-01-01,Sarawak,Lubok Antu,90.1,100.0,95.1
2016-01-01,Sarawak,Lundu,45.2,100.0,100.0
2019-01-01,Sarawak,Lundu,51.0,100.0,100.0
2022-01-01,Sarawak,Lundu,63.6,100.0,100.0
2016-01-01,Sarawak,Maradong,87.1,100.0,100.0
2019-01-01,Sarawak,Maradong,94.8,99.13,99.4
2022-01-01,Sarawak,Maradong,96.7,100.0,99.5
2016-01-01,Sarawak,Marudi,31.8,99.42,98.3
2019-01-01,Sarawak,Marudi,46.5,99.74,99.5
2022-01-01,Sarawak,Marudi,47.4,99.5,95.7
2016-01-01,Sarawak,Matu,84.2,86.32,100.0
2019-01-01,Sarawak,Matu,74.4,90.51,99.3
2022-01-01,Sarawak,Matu,87.7,100.0,93.8
2016-01-01,Sarawak,Miri,94.8,99.93,99.8
2019-01-01,Sarawak,Miri,99.0,99.91,99.7
2022-01-01,Sarawak,Miri,98.5,99.9,96.3
2016-01-01,Sarawak,Mukah,86.1,99.0,99.0
2019-01-01,Sarawak,Mukah,84.8,100.0,99.6
2022-01-01,Sarawak,Mukah,88.5,99.5,97.2
2016-01-01,Sarawak,Pakan,47.9,98.96,100.0
2019-01-01,Sarawak,Pakan,60.9,99.13,100.0
2022-01-01,Sarawak,Pakan,87.3,100.0,96.1
2019-01-01,Sarawak,Pusa,76.1,100.0,100.0
2022-01-01,Sarawak,Pusa,74.2,100.0,95.7
2016-01-01,Sarawak,Samarahan,98.8,100.0,100.0
2019-01-01,Sarawak,Samarahan,96.6,100.0,99.8
2022-01-01,Sarawak,Samarahan,100.0,100.0,100.0
2016-01-01,Sarawak,Saratok,68.9,99.56,99.6
2019-01-01,Sarawak,Saratok,93.1,99.46,100.0
2022-01-01,Sarawak,Saratok,98.3,100.0,100.0
2016-01-01,Sarawak,Sarikei,93.9,100.0,99.4
2019-01-01,Sarawak,Sarikei,98.9,100.0,100.0
2022-01-01,Sarawak,Sarikei,96.7,100.0,100.0
2019-01-01,Sarawak,Sebauh,41.4,100.0,100.0
2022-01-01,Sarawak,Sebauh,68.7,100.0,100.0
2016-01-01,Sarawak,Selangau,32.5,99.22,97.7
2019-01-01,Sarawak,Selangau,38.1,100.0,98.9
2022-01-01,Sarawak,Selangau,38.5,100.0,93.3
2016-01-01,Sarawak,Serian,74.4,100.0,100.0
2019-01-01,Sarawak,Serian,79.8,99.59,99.4
2022-01-01,Sarawak,Serian,86.2,100.0,99.0
2016-01-01,Sarawak,Sibu,98.6,99.76,100.0
2019-01-01,Sarawak,Sibu,97.9,99.88,100.0
2022-01-01,Sarawak,Sibu,98.1,99.9,100.0
2016-01-01,Sarawak,Simunjan,61.8,99.03,100.0
2019-01-01,Sarawak,Simunjan,57.0,100.0,99.5
2022-01-01,Sarawak,Simunjan,70.5,100.0,100.0
2016-01-01,Sarawak,Song,39.5,100.0,98.2
2019-01-01,Sarawak,Song,22.4,100.0,100.0
2022-01-01,Sarawak,Song,29.8,100.0,78.1
2016-01-01,Sarawak,Sri Aman,72.8,100.0,99.4
2019-01-01,Sarawak,Sri Aman,81.6,98.9,99.6
2022-01-01,Sarawak,Sri Aman,84.7,100.0,97.9
2019-01-01,Sarawak,Subis,86.4,100.0,100.0
2022-01-01,Sarawak,Subis,67.4,100.0,100.0
2019-01-01,Sarawak,Tanjung Manis,81.7,100.0,100.0
2022-01-01,Sarawak,Tanjung Manis,92.4,100.0,100.0
2016-01-01,Sarawak,Tatau,61.6,100.0,100.0
2019-01-01,Sarawak,Tatau,50.0,100.0,100.0
2022-01-01,Sarawak,Tatau,63.7,100.0,77.8
2019-01-01,Sarawak,Tebedu,36.2,100.0,100.0
2022-01-01,Sarawak,Tebedu,44.1,100.0,91.4
2019-01-01,Sarawak,Telang Usan,32.1,100.0,100.0
2022-01-01,Sarawak,Telang Usan,57.8,100.0,92.8
2016-01-01,Selangor,All Districts,100.0,100.0,100.0
2019-01-01,Selangor,All Districts,100.0,100.0,100.0
2022-01-01,Selangor,All Districts,100.0,100.0,100.0
2016-01-01,Selangor,Gombak,100.0,100.0,100.0
2019-01-01,Selangor,Gombak,100.0,100.0,100.0
2022-01-01,Selangor,Gombak,100.0,100.0,100.0
2016-01-01,Selangor,Hulu Langat,100.0,100.0,100.0
2019-01-01,Selangor,Hulu Langat,100.0,100.0,100.0
2022-01-01,Selangor,Hulu Langat,100.0,100.0,100.0
2016-01-01,Selangor,Hulu Selangor,100.0,100.0,100.0
2019-01-01,Selangor,Hulu Selangor,100.0,100.0,100.0
2022-01-01,Selangor,Hulu Selangor,100.0,100.0,100.0
2016-01-01,Selangor,Klang,100.0,100.0,100.0
2019-01-01,Selangor,Klang,100.0,100.0,100.0
2022-01-01,Selangor,Klang,100.0,99.9,100.0
2016-01-01,Selangor,Kuala Langat,100.0,100.0,100.0
2019-01-01,Selangor,Kuala Langat,100.0,100.0,100.0
2022-01-01,Selangor,Kuala Langat,100.0,100.0,100.0
2016-01-01,Selangor,Kuala Selangor,100.0,100.0,100.0
2019-01-01,Selangor,Kuala Selangor,100.0,100.0,100.0
2022-01-01,Selangor,Kuala Selangor,,100.0,100.0
2016-01-01,Selangor,Petaling,100.0,100.0,100.0
2019-01-01,Selangor,Petaling,100.0,100.0,100.0
2022-01-01,Selangor,Petaling,100.0,100.0,100.0
2016-01-01,Selangor,Sabak Bernam,100.0,100.0,100.0
2019-01-01,Selangor,Sabak Bernam,100.0,100.0,100.0
2022-01-01,Selangor,Sabak Bernam,100.0,100.0,100.0
2016-01-01,Selangor,Sepang,100.0,100.0,100.0
2019-01-01,Selangor,Sepang,100.0,100.0,100.0
2022-01-01,Selangor,Sepang,100.0,100.0,100.0
2016-01-01,Terengganu,All Districts,96.0,99.96,100.0
2019-01-01,Terengganu,All Districts,96.2,100.0,100.0
2022-01-01,Terengganu,All Districts,98.5,100.0,98.5
2016-01-01,Terengganu,Besut,95.5,100.0,100.0
2019-01-01,Terengganu,Besut,83.4,100.0,100.0
2022-01-01,Terengganu,Besut,93.8,100.0,100.0
2016-01-01,Terengganu,Dungun,94.7,100.0,100.0
2019-01-01,Terengganu,Dungun,98.1,100.0,100.0
2022-01-01,Terengganu,Dungun,99.4,100.0,100.0
2016-01-01,Terengganu,Hulu Terengganu,98.0,100.0,100.0
2019-01-01,Terengganu,Hulu Terengganu,99.2,100.0,100.0
2022-01-01,Terengganu,Hulu Terengganu,99.4,100.0,100.0
2016-01-01,Terengganu,Kemaman,99.7,99.8,100.0
2019-01-01,Terengganu,Kemaman,99.8,100.0,100.0
2022-01-01,Terengganu,Kemaman,100.0,100.0,100.0
2019-01-01,Terengganu,Kuala Nerus,96.2,100.0,100.0
2022-01-01,Terengganu,Kuala Nerus,99.4,100.0,100.0
2016-01-01,Terengganu,Kuala Terengganu,95.7,100.0,100.0
2019-01-01,Terengganu,Kuala Terengganu,97.9,100.0,100.0
2022-01-01,Terengganu,Kuala Terengganu,98.6,100.0,100.0
2016-01-01,Terengganu,Marang,94.4,100.0,100.0
2019-01-01,Terengganu,Marang,97.3,100.0,100.0
2022-01-01,Terengganu,Marang,99.4,100.0,100.0
2016-01-01,Terengganu,Setiu,89.1,100.0,100.0
2019-01-01,Terengganu,Setiu,98.5,100.0,100.0
2022-01-01,Terengganu,Setiu,97.2,100.0,100.0
2016-01-01,W.P. Kuala Lumpur,W.P. Kuala Lumpur,100.0,100.0,100.0
2019-01-01,W.P. Kuala Lumpur,W.P. Kuala Lumpur,100.0,100.0,100.0
2022-01-01,W.P. Kuala Lumpur,W.P. Kuala Lumpur,100.0,100.0,100.0
2016-01-01,W.P. Labuan,W.P. Labuan,98.5,99.6,100.0
2019-01-01,W.P. Labuan,W.P. Labuan,100.0,99.26,100.0
2022-01-01,W.P. Labuan,W.P. Labuan,100.0,100.0,100.0
2016-01-01,W.P. Putrajaya,W.P. Putrajaya,100.0,100.0,100.0
2019-01-01,W.P. Putrajaya,W.P. Putrajaya,100.0,100.0,100.0
2022-01-01,W.P. Putrajaya,W.P. Putrajaya,100.0,100.0,100.0
